id,name,city,query_usada,latitude,longitude,status
6fa3b970-49db-499a-a9ea-6dad7381392b,Ntra. Sra. del Valle,Tortugas,"Tortugas, Santa Fe, Argentina",-32.7464842,-61.8182922,ok_ciudad
034c0577-ad62-4a58-a5bf-8be66d17f281,San Pedro Apóstol,Cañada de Gómez,"Cañada de Gómez, Santa Fe, Argentina",-32.8234448,-61.3905125,ok_ciudad
4595f5dd-913c-434c-ac6d-64a49568fef0,Santo Domingo de Guzmán,Villa Eloisa,"Villa Eloisa, Santa Fe, Argentina",-32.9623404,-61.5462137,ok_ciudad
e57ef2b3-5b32-4a9d-a559-effc0c3e5b7e,Inmaculada Concepción,Arteaga,"Arteaga, Santa Fe, Argentina",-33.089917,-61.7922017,ok_ciudad
2a56ea53-ff27-4a43-a9c2-fb82e55ba977,Ntra. Sra. de Fátima,Casilda,"Casilda, Santa Fe, Argentina",-33.0443368,-61.1641779,ok_ciudad
c1089fd3-74c2-4947-a837-0cea8ce447b9,Ntra. Sra. de Luján,Bigand,"Bigand, Santa Fe, Argentina",-33.3739862,-61.1845121,ok_ciudad
8dc44e14-22dd-43f5-8fb2-d5c7b34eee11,Ntra. Sra. de Luján,Casilda,"Casilda, Santa Fe, Argentina",-33.0443368,-61.1641779,ok_ciudad
56646378-020d-42da-9199-3c5f608462f2,Ntra. Sra. del Carmen,Pujato,"Pujato, Santa Fe, Argentina",-33.0176021,-61.0430978,ok_ciudad
7a8a1464-b03a-43a8-99dd-bd7647d6df60,Ntra. Sra. del Carmen,Soldini,"Soldini, Santa Fe, Argentina",-33.0242175,-60.7553007,ok_ciudad
bb7f86f0-381d-4bad-9c81-1067d4ff1361,Ntra. Sra. del Rosario,Fuentes,"Fuentes, Santa Fe, Argentina",-33.1729451,-61.0773558,ok_ciudad
500181e0-5499-45aa-a65d-26b7a8b7671e,Ntra.Sra. de la Merced,Sn. José de la Esquina,"Sn. José de la Esquina, Santa Fe, Argentina",-33.1279104,-61.6995423,ok_ciudad
67ffddfe-0409-4f14-aa20-947353811ed6,San Miguel Arcángel,Villa Mugueta,"Villa Mugueta, Santa Fe, Argentina",-33.3119003,-61.0563641,ok_ciudad
f43f1287-4900-4256-b24b-90535578d8cf,Ntra. Sra. de Luján,Fray Luis Beltran,"Fray Luis Beltran, Santa Fe, Argentina",-32.7874256,-60.7295083,ok_ciudad
9575e6e1-e682-45f0-86e1-594801fc176c,San Antonio de Padua,San Lorenzo,"San Lorenzo, Santa Fe, Argentina",-32.7454865,-60.743091,ok_ciudad
af1a06c8-b918-4a05-a480-410c767c9a4d,San José Obrero,Capitán Bermúdez,"Capitán Bermúdez, Santa Fe, Argentina",-32.8166653,-60.7166716,ok_ciudad
fdd56321-50e5-41b0-9e43-e2e8549a7969,San Pedro Apóstol,Granadero Baigorria,"Granadero Baigorria, Santa Fe, Argentina",-32.8547765,-60.7074143,ok_ciudad
3c5c6c9c-e535-40e4-ac45-2764bbaa8f3c,Santa Catalina de Alejandría,Capitán Bermúdez,"Capitán Bermúdez, Santa Fe, Argentina",-32.8166653,-60.7166716,ok_ciudad
3d90b840-ee17-4bd4-8724-92e9b9e73d50,Santa Rita de Cascia,Ibarlucea,"Ibarlucea, Santa Fe, Argentina",-32.8523641,-60.7893617,ok_ciudad
afa0d7c5-cb0d-44c1-a2b0-867e5ffeb701,Santa Rosa de Lima,Oliveros,"Oliveros, Santa Fe, Argentina",-32.5764738,-60.85222,ok_ciudad
d81e55fc-bb5b-40c1-a546-cbaae9f17a44,Virgen Niña,San Lorenzo,"San Lorenzo, Santa Fe, Argentina",-32.7454865,-60.743091,ok_ciudad
