id,parent_id,name,slug,deanery,city,address,phone,email,latitude,longitude,status,created_at
f46826f0-00b5-4d22-8946-5f5e9138bf77,null,Ntra. Sra. de Fátima,ntra_sra_fatima_las_parejas,cañada de gomez,Las Parejas,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
2ddc3300-7847-44bb-af40-1305f57d3f62,null,Ntra. Sra. de la Merced,ntra_sra_merced_armstrong,cañada de gomez,Armstrong,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
8511b898-e871-418a-9bfb-0a8ed47b19e8,null,Ntra. Sra. de la Merced,ntra_sra_merced_correa,cañada de gomez,Correa,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
e0d945a5-e6fd-4aa7-bf8a-c08ca0e4d2eb,null,Ntra. Sra. de las Mercedes,ntra_sra_mercedes_montes_oca,cañada de gomez,Montes de Oca,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
057e22d4-39c6-436d-a563-0ccc8ca75a60,null,Ntra. Sra. del Pilar,ntra_sra_pilar_carcarana,cañada de gomez,Carcarañá,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
6fa3b970-49db-499a-a9ea-6dad7381392b,null,Ntra. Sra. del Valle,ntra_sra_valle_tortugas,cañada de gomez,Tortugas,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
b8f8b5d6-ab78-4955-8dba-0c8a1b71f9ff,null,San Francisco de Asís,s_francisco_asis_bustinza,cañada de gomez,Bustinza,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
be10f718-0c76-442b-ab63-0b8f91afe5d1,null,San Jerónimo,s_jeronimo_s_jeronimo_sud,cañada de gomez,San Jerónimo Sud,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
d66fd9cb-b1aa-4f8b-a77d-baf2169db8c0,null,San José,s_jose_roldan,cañada de gomez,Roldán,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
034c0577-ad62-4a58-a5bf-8be66d17f281,null,San Pedro Apóstol,s_pedro_apostol_canada_gomez,cañada de gomez,Cañada de Gómez,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
f23cba42-426f-4a16-b70a-6cd5f63755ee,null,Santa Rosa de Lima,sta_rosa_lima_las_rosas,cañada de gomez,Las Rosas,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
9736865e-4b69-4964-9436-299465f0958d,null,Santa Teresa de Jesús,sta_teresa_jesus_totoras,cañada de gomez,Totoras,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
4595f5dd-913c-434c-ac6d-64a49568fef0,null,Santo Domingo de Guzmán,sto_domingo_guzman_villa_eloisa,cañada de gomez,Villa Eloisa,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
2f3f27f9-3720-4b1c-a473-93d13d56545d,null,Cristo Rey,cristo_rey_sford,casilda,Sanford,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
e57ef2b3-5b32-4a9d-a559-effc0c3e5b7e,null,Inmaculada Concepción,inmaculada_concepcion_arteaga,casilda,Arteaga,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
2a56ea53-ff27-4a43-a9c2-fb82e55ba977,null,Ntra. Sra. de Fátima,ntra_sra_fatima_casilda,casilda,Casilda,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
cdbf9fa1-54fd-4dd7-bd37-60d5098aebdc,null,Ntra. Sra. de Las Mercedes,ntra_sra_mercedes_zavalla,casilda,Zavalla,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
c1089fd3-74c2-4947-a837-0cea8ce447b9,null,Ntra. Sra. de Luján,ntra_sra_lujan_bigand,casilda,Bigand,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
8dc44e14-22dd-43f5-8fb2-d5c7b34eee11,null,Ntra. Sra. de Luján,ntra_sra_lujan_casilda,casilda,Casilda,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
c6e82675-5671-4101-bdca-5cc2b1591599,null,Ntra. Sra. del Carmen,ntra_sra_carmen_perez,casilda,Pérez,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
56646378-020d-42da-9199-3c5f608462f2,null,Ntra. Sra. del Carmen,ntra_sra_carmen_pujato,casilda,Pujato,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
7a8a1464-b03a-43a8-99dd-bd7647d6df60,null,Ntra. Sra. del Carmen,ntra_sra_carmen_soldini,casilda,Soldini,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
a8af26ab-48c9-4d94-b554-5d4b69e47229,null,Ntra. Sra. del Rosario,ntra_sra_rosario_arequito,casilda,Arequito,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
bb7f86f0-381d-4bad-9c81-1067d4ff1361,null,Ntra. Sra. del Rosario,ntra_sra_rosario_fuentes,casilda,Fuentes,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
d50c53dd-0a4d-4952-89d3-27a30f319789,null,Ntra. Sra. del Rosario,ntra_sra_rosario_los_molinos,casilda,Los Molinos,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
500181e0-5499-45aa-a65d-26b7a8b7671e,null,Ntra.Sra. de la Merced,ntrasra_merced_sn_jose_esquina,casilda,Sn. José de la Esquina,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
071ce63f-17f1-48cb-bb81-a4c0a628b01d,null,San José,s_jose_chabas,casilda,Chabás,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
67ffddfe-0409-4f14-aa20-947353811ed6,null,San Miguel Arcángel,s_miguel_arcangel_villa_mugueta,casilda,Villa Mugueta,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
